"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         180,      -7.254362664,      -6.572203657,      -7.580461149,      -7.724357281,      -6.648210416,      -9.539336202
          0,           0,         181,      -7.256022596,       -6.57423925,      -7.587171111,      -7.735173137,      -6.649929005,      -9.539240048
          0,           0,         182,      -7.257893933,      -6.576297206,       -7.59377087,       -7.74595265,      -6.651850165,      -9.539150876
          0,           0,         183,      -7.259977623,      -6.578376927,      -7.600252425,      -7.756663534,      -6.653973981,      -9.539069216
          0,           0,         184,      -7.262265048,      -6.580476318,       -7.60661096,      -7.767277164,      -6.656292009,       -9.53899565
          0,           0,         185,      -7.264738891,      -6.582592162,      -7.612846183,      -7.777773343,      -6.658787951,      -9.538931164
          0,           0,         186,      -7.267374099,      -6.584719935,      -7.618962632,      -7.788143269,      -6.661438378,      -9.538876041
          0,           0,         187,      -7.270139276,       -6.58685433,      -7.624969556,      -7.798391193,      -6.664213759,      -9.538830587
          0,           0,         188,      -7.272998244,        -6.5889895,      -7.630880088,      -7.808534115,      -6.667079736,      -9.538795149
          0,           0,         189,      -7.275911891,       -6.59111937,      -7.636709819,      -7.818598932,      -6.669998713,      -9.538769953
          0,           0,         190,      -7.278839894,      -6.593237823,       -7.64247498,      -7.828618424,      -6.672931366,      -9.538755026
          0,           0,         191,      -7.281742432,      -6.595339014,      -7.648190857,      -7.838626562,      -6.675838266,      -9.538750466
          0,           0,         192,      -7.284580132,       -6.59741756,      -7.653869855,      -7.848651486,      -6.678679702,      -9.538756217
          0,           0,         193,      -7.287322311,      -6.599468797,      -7.659521604,        -7.8587288,      -6.681424809,      -9.538772086
          0,           0,         194,      -7.289941138,      -6.601488855,      -7.665151247,      -7.868865378,      -6.684044683,      -9.538797841
          0,           0,         195,      -7.292414997,      -6.603474801,      -7.670759781,      -7.879060851,      -6.686516672,      -9.538833187
          0,           0,         196,      -7.294729033,      -6.605424838,      -7.676344587,      -7.889306714,      -6.688825126,      -9.538877942
          0,           0,         197,      -7.296875393,       -6.60733809,      -7.681900126,      -7.899586071,      -6.690961721,      -9.538931562
          0,           0,         198,      -7.298853211,      -6.609214845,      -7.687419101,       -7.90987538,      -6.692925501,      -9.538993715
          0,           0,         199,      -7.300668144,      -6.611056436,      -7.692893757,      -7.920147691,      -6.694722444,      -9.539064153
          0,           0,         200,      -7.302331511,      -6.612864966,      -7.698316874,      -7.930376424,      -6.696364582,       -9.53914228
          0,           0,         201,      -7.303859312,      -6.614643243,      -7.703682326,      -7.940538859,      -6.697868928,      -9.539227546
          0,           0,         202,      -7.305271252,      -6.616394767,      -7.708985979,      -7.950618807,      -6.699256357,      -9.539319654
          0,           0,         203,      -7.306589609,      -6.618123423,      -7.714225723,       -7.96060771,      -6.700550346,      -9.539418232
          0,           0,         204,      -7.307838198,      -6.619833435,      -7.719401325,      -7.970504717,      -6.701775793,      -9.539522954
          0,           0,         205,      -7.309041312,      -6.621529104,       -7.72451401,      -7.980315772,      -6.702957858,      -9.539633617
          0,           0,         206,      -7.310222787,      -6.623214653,      -7.729565929,      -7.990051662,      -6.704120935,      -9.539750184
          0,           0,         207,      -7.311405119,      -6.624894079,      -7.734559621,      -7.999725358,      -6.705287766,      -9.539872532
          0,           0,         208,      -7.312608784,      -6.626571107,      -7.739497573,       -8.00934943,      -6.706478766,      -9.540000634
          0,           0,         209,      -7.313851672,      -6.628249078,       -7.74438172,        -8.0189336,      -6.707711501,      -9.540134703
          0,           0,         210,      -7.315148515,       -6.62993062,      -7.749213044,      -8.028482982,       -6.70900019,      -9.540274696
          0,           0,         211,      -7.316510627,      -6.631617795,       -7.75399178,      -8.037997636,      -6.710355524,      -9.540420758
          0,           0,         212,      -7.317945698,      -6.633311971,      -7.758717546,      -8.047472288,      -6.711784533,      -9.540572991
          0,           0,         213,      -7.319457749,      -6.635013828,      -7.763389619,      -8.056897322,      -6.713290619,      -9.540731596
          0,           0,         214,      -7.321047256,      -6.636723434,      -7.768007139,      -8.066260164,      -6.714873726,      -9.540896456
          0,           0,         215,      -7.322711356,      -6.638440301,      -7.772569631,      -8.075547615,      -6.716530583,      -9.541067791
          0,           0,         216,      -7.324444182,      -6.640163455,      -7.777077294,      -8.084747509,      -6.718255049,      -9.541245647
