"Pressure","Points:0","Points:1","Points:2"
0.58819,0.69551,1.1931,0.010461
0.49381,0.70102,1.195,0.011826
0.47036,0.70719,1.1964,0.01289
0.49177,0.71415,1.1978,0.013765
0.53099,0.72198,1.1992,0.014502
0.57385,0.7307,1.2005,0.01511
0.61994,0.74028,1.2018,0.015605
0.6673,0.7507,1.2031,0.016001
0.7151,0.76193,1.2042,0.016316
0.76256,0.77392,1.2052,0.016562
0.8023,0.78664,1.2062,0.016751
0.82752,0.8,1.207,0.016892
0.83974,0.81396,1.2077,0.016992
0.84446,0.82842,1.2083,0.017053
0.8472,0.84331,1.2088,0.017078
0.84997,0.85852,1.209,0.017065
0.8531,0.87396,1.2091,0.017013
0.85693,0.88953,1.209,0.016921
0.86202,0.90513,1.2086,0.016784
0.86869,0.92068,1.208,0.016598
0.87663,0.93609,1.2071,0.016359
0.88523,0.95129,1.2061,0.01606
0.89386,0.96619,1.2049,0.015692
0.90216,0.98073,1.2035,0.015246
0.90991,0.99485,1.202,0.014708
0.91733,1.0085,1.2004,0.014058
0.92503,1.0216,1.1988,0.01327
0.93428,1.0341,1.1971,0.012306
0.94692,1.046,1.1954,0.011158
0.961,1.0573,1.1937,0.009998
0.97401,1.0678,1.192,0.008855
0.9866,1.0777,1.1904,0.0077328
0.99849,1.0869,1.1888,0.0066367
1.0095,1.0954,1.1872,0.0055731
1.0193,1.1034,1.1857,0.0045486
1.0281,1.1107,1.1843,0.0035682
1.0356,1.1176,1.1829,0.0026345
1.0422,1.1241,1.1816,0.0017406
1.0473,1.1302,1.1803,0.00086983
1.0615,1.1363,1.179,0
0.84041,0.80392,1.2148,0
0.81783,0.79073,1.2141,0
0.79498,0.77821,1.2135,0
0.77852,0.76643,1.2127,0
0.77123,0.75544,1.2119,0
0.76946,0.74528,1.211,0
0.76374,0.73598,1.2102,0
0.73944,0.72756,1.2093,0
0.67562,0.72004,1.2084,0
0.58946,0.71339,1.2075,0
0.53965,0.70756,1.2065,0
0.56271,0.70246,1.2053,0
0.64735,0.69807,1.2038,0
0.77385,0.69443,1.202,0
0.95371,0.69153,1.2001,0
1.216,0.68933,1.1982,0
1.5983,0.68783,1.1962,0
0.85637,0.81772,1.2153,0
0.86434,0.83204,1.2158,0
0.8676,0.84681,1.2161,0
0.86981,0.86191,1.2163,0
0.87302,0.87727,1.2164,0
0.87767,0.89278,1.2163,0
0.88389,0.90835,1.216,0
0.89133,0.92389,1.2155,0
0.89965,0.93931,1.2149,0
0.90858,0.95453,1.2141,0
0.91789,0.96948,1.2132,0
0.92738,0.98409,1.2122,0
0.937,0.9983,1.2111,0
0.94694,1.012,1.2101,0
0.95742,1.0253,1.209,0
0.9684,1.0379,1.2079,0
0.97879,1.0499,1.2068,0
0.98702,1.0613,1.2057,0
0.99385,1.0719,1.2046,0
1.0007,1.0819,1.2036,0
1.0076,1.0912,1.2025,0
1.0145,1.0998,1.2015,0
1.0206,1.1078,1.2006,0
1.0261,1.1153,1.1996,0
1.0293,1.1222,1.1987,0
1.032,1.1287,1.1979,0
1.021,1.135,1.1971,0
0.95868,1.1411,1.1962,0
